Target affinity,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-10.0,3.0947000000000005,0.5216512909768233,2.100936151648213,114.85999999999999,-9.7,-10.0
-10.0,6.179940000000006,0.17615498181391254,2.6725450825000863,81.87,-9.9,-10.0
-10.0,6.967300000000004,0.2844055774117299,2.400075010254101,84.46,-10.1,-10.0
-10.0,8.276870000000004,0.07377379744295551,3.110523048619857,117.92999999999998,-8.9,-10.0
-10.0,9.556700000000001,0.19357583620248595,6.833948293763813,71.0,-9.7,-10.0
-10.0,4.202470000000003,0.35481867849239723,2.318741293558558,101.41999999999999,-9.8,-10.0
-10.0,3.067120000000002,0.5777352822264181,2.369124736147713,94.64,-10.4,-10.0
-10.0,4.270100000000005,0.3115256577452338,3.5898617282990504,100.53,-10.6,-10.0
-10.0,4.903900000000004,0.44282152720527934,3.158658118733384,90.18,-9.9,-10.0
-10.0,8.108700000000008,0.12333819902931406,3.146081251136261,111.04999999999998,-9.4,-10.0
-10.0,4.272440000000003,0.5135872025758416,2.616178512108812,110.97000000000001,-10.1,-10.0
-10.0,4.026300000000002,0.3259771890018826,3.0519325794485725,115.41999999999999,-9.1,-10.0
-10.0,6.1209600000000055,0.4112363969307904,2.5852474566816497,60.06,-10.1,-10.0
-10.0,6.087600000000005,0.42039332409938224,2.284419592855434,41.57,-10.5,-10.0
-10.0,2.9361000000000006,0.41261806242682825,2.507948256052561,85.09,-9.5,-10.0
-10.0,5.607440000000007,0.3222062936361393,2.798263064953707,69.01,-10.6,-10.0
-10.0,3.7201200000000005,0.39890309515802486,2.1834591412681803,144.22000000000003,-10.1,-10.0
-10.0,8.040600000000007,0.1352626273421869,2.840800832020097,68.12,-9.5,-10.0
